I_E,rate_E_hz,rate_I_hz,spikes_E,spikes_I,rhythmicity
9.857142857142857650e-01,0.000000000000000000e+00,5.562500000000000222e-01,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.004081632653061273e+00,0.000000000000000000e+00,5.562500000000000222e-01,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.022448979591836782e+00,0.000000000000000000e+00,5.562500000000000222e-01,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.040816326530612290e+00,0.000000000000000000e+00,5.562500000000000222e-01,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.059183673469387799e+00,0.000000000000000000e+00,5.562500000000000222e-01,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.077551020408163307e+00,0.000000000000000000e+00,5.562500000000000222e-01,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.095918367346938815e+00,0.000000000000000000e+00,5.562500000000000222e-01,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.114285714285714324e+00,0.000000000000000000e+00,5.562500000000000222e-01,0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00
1.132653061224489832e+00,1.093749999999999931e-02,5.625000000000000000e-01,7.000000000000000000e+00,9.000000000000000000e+01,2.597210927381704559e-01
1.151020408163265341e+00,9.218750000000000555e-02,5.937500000000000000e-01,5.900000000000000000e+01,9.500000000000000000e+01,1.781500987560823424e-01
1.169387755102040849e+00,5.890625000000000444e-01,7.750000000000000222e-01,3.770000000000000000e+02,1.240000000000000000e+02,1.351702316339561116e-01
1.187755102040816357e+00,1.679687500000000000e+00,1.237500000000000044e+00,1.075000000000000000e+03,1.980000000000000000e+02,2.300147849741881745e-01
1.206122448979591866e+00,2.851562500000000000e+00,2.206249999999999822e+00,1.825000000000000000e+03,3.530000000000000000e+02,7.520910778954160714e-01
1.224489795918367374e+00,4.067187500000000178e+00,5.299999999999999822e+00,2.603000000000000000e+03,8.480000000000000000e+02,9.860630355382981049e-01
1.242857142857142883e+00,6.381249999999999645e+00,8.800000000000000711e+00,4.084000000000000000e+03,1.408000000000000000e+03,9.934557271470355611e-01
1.261224489795918391e+00,8.407812500000000355e+00,1.213749999999999929e+01,5.381000000000000000e+03,1.942000000000000000e+03,9.971623490858836369e-01
1.279591836734693899e+00,1.033750000000000036e+01,1.413749999999999929e+01,6.616000000000000000e+03,2.262000000000000000e+03,9.718528117325608839e-01
1.297959183673469408e+00,1.218906250000000036e+01,1.505625000000000036e+01,7.801000000000000000e+03,2.409000000000000000e+03,9.943879620207408676e-01
1.316326530612244916e+00,1.400624999999999964e+01,1.627499999999999858e+01,8.964000000000000000e+03,2.604000000000000000e+03,9.836505220368741975e-01
1.334693877551020424e+00,1.574687499999999929e+01,1.750625000000000142e+01,1.007800000000000000e+04,2.801000000000000000e+03,9.760200087719291817e-01
1.353061224489795933e+00,1.660937500000000000e+01,1.873750000000000071e+01,1.063000000000000000e+04,2.998000000000000000e+03,9.652782532663275461e-01
1.371428571428571441e+00,1.789218749999999858e+01,1.875000000000000000e+01,1.145100000000000000e+04,3.000000000000000000e+03,9.821255148197206575e-01
1.389795918367346950e+00,1.939843750000000000e+01,2.000000000000000000e+01,1.241500000000000000e+04,3.200000000000000000e+03,9.782834373128654892e-01
1.408163265306122458e+00,2.082656250000000142e+01,2.125000000000000000e+01,1.332900000000000000e+04,3.400000000000000000e+03,9.935015166960311506e-01
1.426530612244897966e+00,2.219687499999999858e+01,2.250000000000000000e+01,1.420600000000000000e+04,3.600000000000000000e+03,9.916596143345207670e-01
1.444897959183673475e+00,2.348281250000000142e+01,2.375000000000000000e+01,1.502900000000000000e+04,3.800000000000000000e+03,9.764877423713955729e-01
1.463265306122448983e+00,2.242187500000000000e+01,2.314375000000000071e+01,1.435000000000000000e+04,3.703000000000000000e+03,9.958779723871524769e-01
1.481632653061224492e+00,2.365468750000000142e+01,2.375000000000000000e+01,1.513900000000000000e+04,3.800000000000000000e+03,9.977087569154687863e-01
1.500000000000000000e+00,2.492500000000000071e+01,2.500000000000000000e+01,1.595200000000000000e+04,4.000000000000000000e+03,1.000028352798905562e+00
